id,Rings
91054,9
91055,9
91056,9
91057,9
91058,9
91059,9
91060,9
91061,9
91062,9
91063,9
91064,9
91065,9
91066,9
91067,9
91068,9
91069,9
91070,9
91071,9
91072,9
91073,9
91074,9
91075,9
91076,9
91077,9
91078,9
91079,9
91080,9
91081,9
91082,9
91083,9
91084,9
91085,9
91086,9
91087,9
91088,9
91089,9
91090,9
91091,9
91092,9
91093,9
91094,9
91095,9
91096,9
91097,9
91098,9
91099,9
91100,9
91101,9
91102,9
91103,9
91104,9
91105,9
91106,9
91107,9
91108,9
91109,9
91110,9
91111,9
91112,9
91113,9
91114,9
91115,9
91116,9
91117,9
91118,9
91119,9
91120,9
91121,9
91122,9
91123,9
91124,9
91125,9
91126,9
91127,9
91128,9
91129,9
91130,9
91131,9
91132,9
91133,9
91134,9
91135,9
91136,9
91137,9
91138,9
91139,9
91140,9
91141,9
91142,9
91143,9
91144,9
91145,9
91146,9
91147,9
91148,9
91149,9
91150,9
91151,9
91152,9
91153,9
91154,9
91155,9
91156,9
91157,9
91158,9
91159,9
91160,9
91161,9
91162,9
91163,9
91164,9
91165,9
91166,9
91167,9
91168,9
91169,9
91170,9
91171,9
91172,9
91173,9
91174,9
91175,9
91176,9
91177,9
91178,9
91179,9
91180,9
91181,9
91182,9
91183,9
91184,9
91185,9
91186,9
91187,9
91188,9
91189,9
91190,9
91191,9
91192,9
91193,9
91194,9
91195,9
91196,9
91197,9
91198,9
91199,9
91200,9
91201,9
91202,9
91203,9
91204,9
91205,9
91206,9
91207,9
91208,9
91209,9
91210,9
91211,9
91212,9
91213,9
91214,9
91215,9
91216,9
91217,9
91218,9
91219,9
91220,9
91221,9
91222,9
91223,9
91224,9
91225,9
91226,9
91227,9
91228,9
91229,9
91230,9
91231,9
91232,9
91233,9
91234,9
91235,9
91236,9
91237,9
91238,9
91239,9
91240,9
91241,9
91242,9
91243,9
91244,9
91245,9
91246,9
91247,9
91248,9
91249,9
91250,9
91251,9
91252,9
91253,9
91254,9
91255,9
91256,9
91257,9
91258,9
91259,9
91260,9
91261,9
91262,9
91263,9
91264,9
91265,9
91266,9
91267,9
91268,9
91269,9
91270,9
91271,9
91272,9
91273,9
91274,9
91275,9
91276,9
91277,9
91278,9
91279,9
91280,9
91281,9
91282,9
91283,9
91284,9
91285,9
91286,9
91287,9
91288,9
91289,9
91290,9
91291,9
91292,9
91293,9
91294,9
91295,9
91296,9
91297,9
91298,9
91299,9
91300,9
91301,9
91302,9
91303,9
91304,9
91305,9
91306,9
91307,9
91308,9
91309,9
91310,9
91311,9
91312,9
91313,9
91314,9
91315,9
91316,9
91317,9
91318,9
91319,9
91320,9
91321,9
91322,9
91323,9
91324,9
91325,9
91326,9
91327,9
91328,9
91329,9
91330,9
91331,9
91332,9
91333,9
91334,9
91335,9
91336,9
91337,9
91338,9
91339,9
91340,9
91341,9
91342,9
91343,9
91344,9
91345,9
91346,9
91347,9
91348,9
91349,9
91350,9
91351,9
91352,9
91353,9
91354,9
91355,9
91356,9
91357,9
91358,9
91359,9
91360,9
91361,9
91362,9
91363,9
91364,9
91365,9
91366,9
91367,9
91368,9
91369,9
91370,9
91371,9
91372,9
91373,9
91374,9
91375,9
91376,9
91377,9
91378,9
91379,9
91380,9
91381,9
91382,9
91383,9
91384,9
91385,9
91386,9
91387,9
91388,9
91389,9
91390,9
91391,9
91392,9
91393,9
91394,9
91395,9
91396,9
91397,9
91398,9
91399,9
91400,9
91401,9
91402,9
91403,9
91404,9
91405,9
91406,9
91407,9
91408,9
91409,9
91410,9
91411,9
91412,9
91413,9
91414,9
91415,9
91416,9
91417,9
91418,9
91419,9
91420,9
91421,9
91422,9
91423,9
91424,9
91425,9
91426,9
91427,9
91428,9
91429,9
91430,9
91431,9
91432,9
91433,9
91434,9
91435,9
91436,9
91437,9
91438,9
91439,9
91440,9
91441,9
91442,9
91443,9
91444,9
91445,9
91446,9
91447,9
91448,9
91449,9
91450,9
91451,9
91452,9
91453,9
91454,9
91455,9
91456,9
91457,9
91458,9
91459,9
91460,9
91461,9
91462,9
91463,9
91464,9
91465,9
91466,9
91467,9
91468,9
91469,9
91470,9
91471,9
91472,9
91473,9
91474,9
91475,9
91476,9
91477,9
91478,9
91479,9
91480,9
91481,9
91482,9
91483,9
91484,9
91485,9
91486,9
91487,9
91488,9
91489,9
91490,9
91491,9
91492,9
91493,9
91494,9
91495,9
91496,9
91497,9
91498,9
91499,9
91500,9
91501,9
91502,9
91503,9
91504,9
91505,9
91506,9
91507,9
91508,9
91509,9
91510,9
91511,9
91512,9
91513,9
91514,9
91515,9
91516,9
91517,9
91518,9
91519,9
91520,9
91521,9
91522,9
91523,9
91524,9
91525,9
91526,9
91527,9
91528,9
91529,9
91530,9
91531,9
91532,9
91533,9
91534,9
91535,9
91536,9
91537,9
91538,9
91539,9
91540,9
91541,9
91542,9
91543,9
91544,9
91545,9
91546,9
91547,9
91548,9
91549,9
91550,9
91551,9
91552,9
91553,9
91554,9
91555,9
91556,9
91557,9
91558,9
91559,9
91560,9
91561,9
91562,9
91563,9
91564,9
91565,9
91566,9
91567,9
91568,9
91569,9
91570,9
91571,9
91572,9
91573,9
91574,9
91575,9
91576,9
91577,9
91578,9
91579,9
91580,9
91581,9
91582,9
91583,9
91584,9
91585,9
91586,9
91587,9
91588,9
91589,9
91590,9
91591,9
91592,9
91593,9
91594,9
91595,9
91596,9
91597,9
91598,9
91599,9
91600,9
91601,9
91602,9
91603,9
91604,9
91605,9
91606,9
91607,9
91608,9
91609,9
91610,9
91611,9
91612,9
91613,9
91614,9
91615,9
91616,9
91617,9
91618,9
91619,9
91620,9
91621,9
91622,9
91623,9
91624,9
91625,9
91626,9
91627,9
91628,9
91629,9
91630,9
91631,9
91632,9
91633,9
91634,9
91635,9
91636,9
91637,9
91638,9
91639,9
91640,9
91641,9
91642,9
91643,9
91644,9
91645,9
91646,9
91647,9
91648,9
91649,9
91650,9
91651,9
91652,9
91653,9
91654,9
91655,9
91656,9
91657,9
91658,9
91659,9
91660,9
91661,9
91662,9
91663,9
91664,9
91665,9
91666,9
91667,9
91668,9
91669,9
91670,9
91671,9
91672,9
91673,9
91674,9
91675,9
91676,9
91677,9
91678,9
91679,9
91680,9
91681,9
91682,9
91683,9
91684,9
91685,9
91686,9
91687,9
91688,9
91689,9
91690,9
91691,9
91692,9
91693,9
91694,9
91695,9
91696,9
91697,9
91698,9
91699,9
91700,9
91701,9
91702,9
91703,9
91704,9
91705,9
91706,9
91707,9
91708,9
91709,9
91710,9
91711,9
91712,9
91713,9
91714,9
91715,9
91716,9
91717,9
91718,9
91719,9
91720,9
91721,9
91722,9
91723,9
91724,9
91725,9
91726,9
91727,9
91728,9
91729,9
91730,9
91731,9
91732,9
91733,9
91734,9
91735,9
91736,9
91737,9
91738,9
91739,9
91740,9
91741,9
91742,9
91743,9
91744,9
91745,9
91746,9
91747,9
91748,9
91749,9
91750,9
91751,9
91752,9
91753,9
91754,9
91755,9
91756,9
91757,9
91758,9
91759,9
91760,9
91761,9
91762,9
91763,9
91764,9
91765,9
91766,9
91767,9
91768,9
91769,9
91770,9
91771,9
91772,9
91773,9
91774,9
91775,9
91776,9
91777,9
91778,9
91779,9
91780,9
91781,9
91782,9
91783,9
91784,9
91785,9
91786,9
91787,9
91788,9
91789,9
91790,9
91791,9
91792,9
91793,9
91794,9
91795,9
91796,9
91797,9
91798,9
91799,9
91800,9
91801,9
91802,9
91803,9
91804,9
91805,9
91806,9
91807,9
91808,9
91809,9
91810,9
91811,9
91812,9
91813,9
91814,9
91815,9
91816,9
91817,9
91818,9
91819,9
91820,9
91821,9
91822,9
91823,9
91824,9
91825,9
91826,9
91827,9
91828,9
91829,9
91830,9
91831,9
91832,9
91833,9
91834,9
91835,9
91836,9
91837,9
91838,9
91839,9
91840,9
91841,9
91842,9
91843,9
91844,9
91845,9
91846,9
91847,9
91848,9
91849,9
91850,9
91851,9
91852,9
91853,9
91854,9
91855,9
91856,9
91857,9
91858,9
91859,9
91860,9
91861,9
91862,9
91863,9
91864,9
91865,9
91866,9
91867,9
91868,9
91869,9
91870,9
91871,9
91872,9
91873,9
91874,9
91875,9
91876,9
91877,9
91878,9
91879,9
91880,9
91881,9
91882,9
91883,9
91884,9
91885,9
91886,9
91887,9
91888,9
91889,9
91890,9
91891,9
91892,9
91893,9
91894,9
91895,9
91896,9
91897,9
91898,9
91899,9
91900,9
91901,9
91902,9
91903,9
91904,9
91905,9
91906,9
91907,9
91908,9
91909,9
91910,9
91911,9
91912,9
91913,9
91914,9
91915,9
91916,9
91917,9
91918,9
91919,9
91920,9
91921,9
91922,9
91923,9
91924,9
91925,9
91926,9
91927,9
91928,9
91929,9
91930,9
91931,9
91932,9
91933,9
91934,9
91935,9
91936,9
91937,9
91938,9
91939,9
91940,9
91941,9
91942,9
91943,9
91944,9
91945,9
91946,9
91947,9
91948,9
91949,9
91950,9
91951,9
91952,9
91953,9
91954,9
91955,9
91956,9
91957,9
91958,9
91959,9
91960,9
91961,9
91962,9
91963,9
91964,9
91965,9
91966,9
91967,9
91968,9
91969,9
91970,9
91971,9
91972,9
91973,9
91974,9
91975,9
91976,9
91977,9
91978,9
91979,9
91980,9
91981,9
91982,9
91983,9
91984,9
91985,9
91986,9
91987,9
91988,9
91989,9
91990,9
91991,9
91992,9
91993,9
91994,9
91995,9
91996,9
91997,9
91998,9
91999,9
92000,9
92001,9
92002,9
92003,9
92004,9
92005,9
92006,9
92007,9
92008,9
92009,9
92010,9
92011,9
92012,9
92013,9
92014,9
92015,9
92016,9
92017,9
92018,9
92019,9
92020,9
92021,9
92022,9
92023,9
92024,9
92025,9
92026,9
92027,9
92028,9
92029,9
92030,9
92031,9
92032,9
92033,9
92034,9
92035,9
92036,9
92037,9
92038,9
92039,9
92040,9
92041,9
92042,9
92043,9
92044,9
92045,9
92046,9
92047,9
92048,9
92049,9
92050,9
92051,9
92052,9
92053,9
92054,9
92055,9
92056,9
92057,9
92058,9
92059,9
92060,9
92061,9
92062,9
92063,9
92064,9
92065,9
92066,9
92067,9
92068,9
92069,9
92070,9
92071,9
92072,9
92073,9
92074,9
92075,9
92076,9
92077,9
92078,9
92079,9
92080,9
92081,9
92082,9
92083,9
92084,9
92085,9
92086,9
92087,9
92088,9
92089,9
92090,9
92091,9
92092,9
92093,9
92094,9
92095,9
92096,9
92097,9
92098,9
92099,9
92100,9
92101,9
92102,9
92103,9
92104,9
92105,9
92106,9
92107,9
92108,9
92109,9
92110,9
92111,9
92112,9
92113,9
92114,9
92115,9
92116,9
92117,9
92118,9
92119,9
92120,9
92121,9
92122,9
92123,9
92124,9
92125,9
92126,9
92127,9
92128,9
92129,9
92130,9
92131,9
92132,9
92133,9
92134,9
92135,9
92136,9
92137,9
92138,9
92139,9
92140,9
92141,9
92142,9
92143,9
92144,9
92145,9
92146,9
92147,9
92148,9
92149,9
92150,9
92151,9
92152,9
92153,9
92154,9
92155,9
92156,9
92157,9
92158,9
92159,9
92160,9
92161,9
92162,9
92163,9
92164,9
92165,9
92166,9
92167,9
92168,9
92169,9
92170,9
92171,9
92172,9
92173,9
92174,9
92175,9
92176,9
92177,9
92178,9
92179,9
92180,9
92181,9
92182,9
92183,9
92184,9
92185,9
92186,9
92187,9
92188,9
92189,9
92190,9
92191,9
92192,9
92193,9
92194,9
92195,9
92196,9
92197,9
92198,9
92199,9
92200,9
92201,9
92202,9
92203,9
92204,9
92205,9
92206,9
92207,9
92208,9
92209,9
92210,9
92211,9
92212,9
92213,9
92214,9
92215,9
92216,9
92217,9
92218,9
92219,9
92220,9
92221,9
92222,9
92223,9
92224,9
92225,9
92226,9
92227,9
92228,9
92229,9
92230,9
92231,9
92232,9
92233,9
92234,9
92235,9
92236,9
92237,9
92238,9
92239,9
92240,9
92241,9
92242,9
92243,9
92244,9
92245,9
92246,9
92247,9
92248,9
92249,9
92250,9
92251,9
92252,9
92253,9
92254,9
92255,9
92256,9
92257,9
92258,9
92259,9
92260,9
92261,9
92262,9
92263,9
92264,9
92265,9
92266,9
92267,9
92268,9
92269,9
92270,9
92271,9
92272,9
92273,9
92274,9
92275,9
92276,9
92277,9
92278,9
92279,9
92280,9
92281,9
92282,9
92283,9
92284,9
92285,9
92286,9
92287,9
92288,9
92289,9
92290,9
92291,9
92292,9
92293,9
92294,9
92295,9
92296,9
92297,9
92298,9
92299,9
92300,9
92301,9
92302,9
92303,9
92304,9
92305,9
92306,9
92307,9
92308,9
92309,9
92310,9
92311,9
92312,9
92313,9
92314,9
92315,9
92316,9
92317,9
92318,9
92319,9
92320,9
92321,9
92322,9
92323,9
92324,9
92325,9
92326,9
92327,9
92328,9
92329,9
92330,9
92331,9
92332,9
92333,9
92334,9
92335,9
92336,9
92337,9
92338,9
92339,9
92340,9
92341,9
92342,9
92343,9
92344,9
92345,9
92346,9
92347,9
92348,9
92349,9
92350,9
92351,9
92352,9
92353,9
92354,9
92355,9
92356,9
92357,9
92358,9
92359,9
92360,9
92361,9
92362,9
92363,9
92364,9
92365,9
92366,9
92367,9
92368,9
92369,9
92370,9
92371,9
92372,9
92373,9
92374,9
92375,9
92376,9
92377,9
92378,9
92379,9
92380,9
92381,9
92382,9
92383,9
92384,9
92385,9
92386,9
92387,9
92388,9
92389,9
92390,9
92391,9
92392,9
92393,9
92394,9
92395,9
92396,9
92397,9
92398,9
92399,9
92400,9
92401,9
92402,9
92403,9
92404,9
92405,9
92406,9
92407,9
92408,9
92409,9
92410,9
92411,9
92412,9
92413,9
92414,9
92415,9
92416,9
92417,9
92418,9
92419,9
92420,9
92421,9
92422,9
92423,9
92424,9
92425,9
92426,9
92427,9
92428,9
92429,9
92430,9
92431,9
92432,9
92433,9
92434,9
92435,9
92436,9
92437,9
92438,9
92439,9
92440,9
92441,9
92442,9
92443,9
92444,9
92445,9
92446,9
92447,9
92448,9
92449,9
92450,9
92451,9
92452,9
92453,9
92454,9
92455,9
92456,9
92457,9
92458,9
92459,9
92460,9
92461,9
92462,9
92463,9
92464,9
92465,9
92466,9
92467,9
92468,9
92469,9
92470,9
92471,9
92472,9
92473,9
92474,9
92475,9
92476,9
92477,9
92478,9
92479,9
92480,9
92481,9
92482,9
92483,9
92484,9
92485,9
92486,9
92487,9
92488,9
92489,9
92490,9
92491,9
92492,9
92493,9
92494,9
92495,9
92496,9
92497,9
92498,9
92499,9
92500,9
92501,9
92502,9
92503,9
92504,9
92505,9
92506,9
92507,9
92508,9
92509,9
92510,9
92511,9
92512,9
92513,9
92514,9
92515,9
92516,9
92517,9
92518,9
92519,9
92520,9
92521,9
92522,9
92523,9
92524,9
92525,9
92526,9
92527,9
92528,9
92529,9
92530,9
92531,9
92532,9
92533,9
92534,9
92535,9
92536,9
92537,9
92538,9
92539,9
92540,9
92541,9
92542,9
92543,9
92544,9
92545,9
92546,9
92547,9
92548,9
92549,9
92550,9
92551,9
92552,9
92553,9
92554,9
92555,9
92556,9
92557,9
92558,9
92559,9
92560,9
92561,9
92562,9
92563,9
92564,9
92565,9
92566,9
92567,9
92568,9
92569,9
92570,9
92571,9
92572,9
92573,9
92574,9
92575,9
92576,9
92577,9
92578,9
92579,9
92580,9
92581,9
92582,9
92583,9
92584,9
92585,9
92586,9
92587,9
92588,9
92589,9
92590,9
92591,9
92592,9
92593,9
92594,9
92595,9
92596,9
92597,9
92598,9
92599,9
92600,9
92601,9
92602,9
92603,9
92604,9
92605,9
92606,9
92607,9
92608,9
92609,9
92610,9
92611,9
92612,9
92613,9
92614,9
92615,9
92616,9
92617,9
92618,9
92619,9
92620,9
92621,9
92622,9
92623,9
92624,9
92625,9
92626,9
92627,9
92628,9
92629,9
92630,9
92631,9
92632,9
92633,9
92634,9
92635,9
92636,9
92637,9
92638,9
92639,9
92640,9
92641,9
92642,9
92643,9
92644,9
92645,9
92646,9
92647,9
92648,9
92649,9
92650,9
92651,9
92652,9
92653,9
92654,9
92655,9
92656,9
92657,9
92658,9
92659,9
92660,9
92661,9
92662,9
92663,9
92664,9
92665,9
92666,9
92667,9
92668,9
92669,9
92670,9
92671,9
92672,9
92673,9
92674,9
92675,9
92676,9
92677,9
92678,9
92679,9
92680,9
92681,9
92682,9
92683,9
92684,9
92685,9
92686,9
92687,9
92688,9
92689,9
92690,9
92691,9
92692,9
92693,9
92694,9
92695,9
92696,9
92697,9
92698,9
92699,9
92700,9
92701,9
92702,9
92703,9
92704,9
92705,9
92706,9
92707,9
92708,9
92709,9
92710,9
92711,9
92712,9
92713,9
92714,9
92715,9
92716,9
92717,9
92718,9
92719,9
92720,9
92721,9
92722,9
92723,9
92724,9
92725,9
92726,9
92727,9
92728,9
92729,9
92730,9
92731,9
92732,9
92733,9
92734,9
92735,9
92736,9
92737,9
92738,9
92739,9
92740,9
92741,9
92742,9
92743,9
92744,9
92745,9
92746,9
92747,9
92748,9
92749,9
92750,9
92751,9
92752,9
92753,9
92754,9
92755,9
92756,9
92757,9
92758,9
92759,9
92760,9
92761,9
92762,9
92763,9
92764,9
92765,9
92766,9
92767,9
92768,9
92769,9
92770,9
92771,9
92772,9
92773,9
92774,9
92775,9
92776,9
92777,9
92778,9
92779,9
92780,9
92781,9
92782,9
92783,9
92784,9
92785,9
92786,9
92787,9
92788,9
92789,9
92790,9
92791,9
92792,9
92793,9
92794,9
92795,9
92796,9
92797,9
92798,9
92799,9
92800,9
92801,9
92802,9
92803,9
92804,9
92805,9
92806,9
92807,9
92808,9
92809,9
92810,9
92811,9
92812,9
92813,9
92814,9
92815,9
92816,9
92817,9
92818,9
92819,9
92820,9
92821,9
92822,9
92823,9
92824,9
92825,9
92826,9
92827,9
92828,9
92829,9
92830,9
92831,9
92832,9
92833,9
92834,9
92835,9
92836,9
92837,9
92838,9
92839,9
92840,9
92841,9
92842,9
92843,9
92844,9
92845,9
92846,9
92847,9
92848,9
92849,9
92850,9
92851,9
92852,9
92853,9
92854,9
92855,9
92856,9
92857,9
92858,9
92859,9
92860,9
92861,9
92862,9
92863,9
92864,9
92865,9
92866,9
92867,9
92868,9
92869,9
92870,9
92871,9
92872,9
92873,9
92874,9
92875,9
92876,9
92877,9
92878,9
92879,9
92880,9
92881,9
92882,9
92883,9
92884,9
92885,9
92886,9
92887,9
92888,9
92889,9
92890,9
92891,9
92892,9
92893,9
92894,9
92895,9
92896,9
92897,9
92898,9
92899,9
92900,9
92901,9
92902,9
92903,9
92904,9
92905,9
92906,9
92907,9
92908,9
92909,9
92910,9
92911,9
92912,9
92913,9
92914,9
92915,9
92916,9
92917,9
92918,9
92919,9
92920,9
92921,9
92922,9
92923,9
92924,9
92925,9
92926,9
92927,9
92928,9
92929,9
92930,9
92931,9
92932,9
92933,9
92934,9
92935,9
92936,9
92937,9
92938,9
92939,9
92940,9
92941,9
92942,9
92943,9
92944,9
92945,9
92946,9
92947,9
92948,9
92949,9
92950,9
92951,9
92952,9
92953,9
92954,9
92955,9
92956,9
92957,9
92958,9
92959,9
92960,9
92961,9
92962,9
92963,9
92964,9
92965,9
92966,9
92967,9
92968,9
92969,9
92970,9
92971,9
92972,9
92973,9
92974,9
92975,9
92976,9
92977,9
92978,9
92979,9
92980,9
92981,9
92982,9
92983,9
92984,9
92985,9
92986,9
92987,9
92988,9
92989,9
92990,9
92991,9
92992,9
92993,9
92994,9
92995,9
92996,9
92997,9
92998,9
92999,9
93000,9
93001,9
93002,9
93003,9
93004,9
93005,9
93006,9
93007,9
93008,9
93009,9
93010,9
93011,9
93012,9
93013,9
93014,9
93015,9
93016,9
93017,9
93018,9
93019,9
93020,9
93021,9
93022,9
93023,9
93024,9
93025,9
93026,9
93027,9
93028,9
93029,9
93030,9
93031,9
93032,9
93033,9
93034,9
93035,9
93036,9
93037,9
93038,9
93039,9
93040,9
93041,9
93042,9
93043,9
93044,9
93045,9
93046,9
93047,9
93048,9
93049,9
93050,9
93051,9
93052,9
93053,9
93054,9
93055,9
93056,9
93057,9
93058,9
93059,9
93060,9
93061,9
93062,9
93063,9
93064,9
93065,9
93066,9
93067,9
93068,9
93069,9
93070,9
93071,9
93072,9
93073,9
93074,9
93075,9
93076,9
93077,9
93078,9
93079,9
93080,9
93081,9
93082,9
93083,9
93084,9
93085,9
93086,9
93087,9
93088,9
93089,9
93090,9
93091,9
93092,9
93093,9
93094,9
93095,9
93096,9
93097,9
93098,9
93099,9
93100,9
93101,9
93102,9
93103,9
93104,9
93105,9
93106,9
93107,9
93108,9
93109,9
93110,9
93111,9
93112,9
93113,9
93114,9
93115,9
93116,9
93117,9
93118,9
93119,9
93120,9
93121,9
93122,9
93123,9
93124,9
93125,9
93126,9
93127,9
93128,9
93129,9
93130,9
93131,9
93132,9
93133,9
93134,9
93135,9
93136,9
93137,9
93138,9
93139,9
93140,9
93141,9
93142,9
93143,9
93144,9
93145,9
93146,9
93147,9
93148,9
93149,9
93150,9
93151,9
93152,9
93153,9
93154,9
93155,9
93156,9
93157,9
93158,9
93159,9
93160,9
93161,9
93162,9
93163,9
93164,9
93165,9
93166,9
93167,9
93168,9
93169,9
93170,9
93171,9
93172,9
93173,9
93174,9
93175,9
93176,9
93177,9
93178,9
93179,9
93180,9
93181,9
93182,9
93183,9
93184,9
93185,9
93186,9
93187,9
93188,9
93189,9
93190,9
93191,9
93192,9
93193,9
93194,9
93195,9
93196,9
93197,9
93198,9
93199,9
93200,9
93201,9
93202,9
93203,9
93204,9
93205,9
93206,9
93207,9
93208,9
93209,9
93210,9
93211,9
93212,9
93213,9
93214,9
93215,9
93216,9
93217,9
93218,9
93219,9
93220,9
93221,9
93222,9
93223,9
93224,9
93225,9
93226,9
93227,9
93228,9
93229,9
93230,9
93231,9
93232,9
93233,9
93234,9
93235,9
93236,9
93237,9
93238,9
93239,9
93240,9
93241,9
93242,9
93243,9
93244,9
93245,9
93246,9
93247,9
93248,9
93249,9
93250,9
93251,9
93252,9
93253,9
93254,9
93255,9
93256,9
93257,9
93258,9
93259,9
93260,9
93261,9
93262,9
93263,9
93264,9
93265,9
93266,9
93267,9
93268,9
93269,9
93270,9
93271,9
93272,9
93273,9
93274,9
93275,9
93276,9
93277,9
93278,9
93279,9
93280,9
93281,9
93282,9
93283,9
93284,9
93285,9
93286,9
93287,9
93288,9
93289,9
93290,9
93291,9
93292,9
93293,9
93294,9
93295,9
93296,9
93297,9
93298,9
93299,9
93300,9
93301,9
93302,9
93303,9
93304,9
93305,9
93306,9
93307,9
93308,9
93309,9
93310,9
93311,9
93312,9
93313,9
93314,9
93315,9
93316,9
93317,9
93318,9
93319,9
93320,9
93321,9
93322,9
93323,9
93324,9
93325,9
93326,9
93327,9
93328,9
93329,9
93330,9
93331,9
93332,9
93333,9
93334,9
93335,9
93336,9
93337,9
93338,9
93339,9
93340,9
93341,9
93342,9
93343,9
93344,9
93345,9
93346,9
93347,9
93348,9
93349,9
93350,9
93351,9
93352,9
93353,9
93354,9
93355,9
93356,9
93357,9
93358,9
93359,9
93360,9
93361,9
93362,9
93363,9
93364,9
93365,9
93366,9
93367,9
93368,9
93369,9
93370,9
93371,9
93372,9
93373,9
93374,9
93375,9
93376,9
93377,9
93378,9
93379,9
93380,9
93381,9
93382,9
93383,9
93384,9
93385,9
93386,9
93387,9
93388,9
93389,9
93390,9
93391,9
93392,9
93393,9
93394,9
93395,9
93396,9
93397,9
93398,9
93399,9
93400,9
93401,9
93402,9
93403,9
93404,9
93405,9
93406,9
93407,9
93408,9
93409,9
93410,9
93411,9
